cep,logradouro,complemento,unidade,bairro,localidade,uf,estado,região,ibge,gia,ddd,siafi
57014-240,Rua Santos Dumont,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-410,Rua Doutor José Paulino de Albuquerque Sarmento,até 100/101,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-216,Conjunto Adolfo Luiz,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-300,Praça Doutor Getúlio Vargas,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-260,Rua Cabo Reis,de 410/411 ao fim,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-504,Quadra 35,(Cj Joaquim Leão),,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-420,Rua Félix Bandeira,até 455/456,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-340,Rua Payssandu,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-498,Rua Santa Margarida,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-502,Quadra 36,(Cj Joaquim Leão),,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-490,Rua Professor José Saraiva Neto,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-218,Vila Santa Rosa,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-310,Rua Doutor José Paulino de Albuquerque Sarmento,de 102/103 ao fim,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-330,Praça Moleque Namorador,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-430,Rua Filonila Argolo,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57010-791,Rua C,(Cj Virgem dos Pobres II),,Trapiche da Barra,Maceió,AL,Alagoas,,2704302,,82,2785
57014-510,Rua X,(Cj Joaquim Leão),,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-512,Quadra 32,(Cj Joaquim Leão),,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-514,Quadra 31,(Cj Joaquim Leão),,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-516,Rua Dona Áurea Carvalho,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-526,Rua Benjamim Medeiros,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-590,Rua Doutor Djalma Costa,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-604,Rua D,(Cj dos Pescadores),,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-518,Rua Valdo Araújo de Azevedo,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-607,Rua G,(Cj dos Pescadores),,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-528,Avenida General Mário Lima,lado par,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-601,Rua A,(Cj dos Pescadores),,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-602,Rua B,(Cj dos Pescadores),,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-603,Rua C,(Cj dos Pescadores),,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-550,Rua Santa Fé,até 208/209,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-608,Rua H,(Cj dos Pescadores),,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-515,Rua João Batista dos Santos,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-524,Rua José Camelo de Freitas,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-605,Rua E,(Cj dos Pescadores),,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-606,Rua F,(Cj dos Pescadores),,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-565,Travessa Vereador José de Caldas,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-560,Rua Vereador José de Caldas,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-520,Rua Eronildes Medeiros Bandeira,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-618,Avenida Governador Theobaldo Barbosa,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-511,Rua Antônio Carvalho de Vasconcelos,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-612,2ª Travessa José Cavalcante,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-522,Rua Antônio Lins Ferreira Lopes,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-615,Travessa José Cavalcante,lado par,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-600,Rua das Flores,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-630,Rua Padre Cícero Romão Batista,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-690,Vila Santa Maria,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-635,Rua Vila Kennedy B,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-680,Rua Santo Antônio,de 165/166 a 946/947,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57014-740,Rua Cabo Reis,até 381 - lado ímpar,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57015-094,Rua Três de Maio,de 354/355 ao fim,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-060,Travessa do Cruzeiro,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-010,Avenida Doutor Abelardo Pontes Lima,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57014-830,Rua Professor Sampaio Dória,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57015-040,Rua Coronel Lucena Maranhão,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57014-730,Rua Doutor Benon Maia Gomes,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57015-036,3ª Travessa do Cajueiro,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-034,2ª Travessa do Cajueiro,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-038,4ª Travessa do Cajueiro,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-080,Rua Estudante Ailson da Rocha Nogueira,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-030,Rua do Cajueiro,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-015,2ª Travessa Doutor Abelardo Pontes Lima,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57014-700,Rua Aurélio Lages,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57015-092,Rua Marquês de Pombal,de 242 ao fim - lado par,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-050,Praça Tenente Moisés Silva Filho,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57014-710,Praça Ciro Acyole,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57015-095,Vila Adelaide,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57014-750,Rua Demócrito Gracindo,até 96/97,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57015-032,1ª Travessa do Cajueiro,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-090,Rua Humberto Santa Cruz,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-020,Rua Vinte e Quatro de Outubro,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-096,Rua Santo Antônio,de 970/971 ao fim,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-012,Rua Campo do Sá,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-098,Rua Félix Bandeira,de 477/478 ao fim,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-100,Rua da Lavanderia,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-110,Rua Marcelo dos Santos Guimarães,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-111,Rua José Cavalcante,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-113,Rua Doutor Djalma Costa,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-115,Travessa Doutor Djalma Costa,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-117,Rua Esperantista Alagoano,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-116,Rua Boa Esperança,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-119,Rua São Severino,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-130,Avenida Monte Castelo,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-132,2ª Travessa Monte Castelo,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-160,Rua Santa Isabel,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-170,Rua Santa Maria,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-209,Travessa Santo Elias,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-215,Travessa São João,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-210,Rua São João,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-140,Praça Padre Cícero Romão Batista,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-207,Travessa Ciro Medeiros,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-180,Rua Santa Rosa,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-225,Rua Novo Horizonte,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-206,Rua Ciro Medeiros,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-175,Travessa Santa Maria,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-150,Rua Pedro Bezerra Cavalcante,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-135,Travessa Monte Castelo,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-200,Rua São Félix,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-220,Rua Tenente Roque,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-205,Travessa São Félix,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-190,Travessa São Benedito,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-208,Travessa Coronel Lucena,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-138,Praça Nossa Senhora do Perpétuo Socorro,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-120,Rua Radialista Wilma Campos,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-137,Travessa Santa Margarida,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57010-550,Rua Coronel José Francisco Vieira,,,Trapiche da Barra,Maceió,AL,Alagoas,,2704302,,82,2785
57015-227,1ª Travessa Novo Horizonte,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-229,2ª Travessa Novo Horizonte,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-230,Rua Bom Retiro,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-232,2ª Travessa Bom Retiro,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-240,Rua Bom Sucesso,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-235,Travessa Bom Retiro,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-242,Vila São João,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-243,2ª Travessa Bom Sucesso,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-245,Travessa Bom Sucesso,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-250,Rua Campo Verde,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-255,Travessa Campo Verde,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-260,Rua Radialista Clemente Aleluia,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-270,Rua Oscarlina Maria da Silva,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-272,Vila São José,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-280,Rua Doutor Rocha Cavalcante,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-290,Rua José Correia de Melo,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-300,Rua Radialista Djalma Valença,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57014-610,Rua José Cavalcante,,,Ponta Grossa,Maceió,AL,Alagoas,,2704302,,82,2785
57015-310,Conjunto Joanísio Omena,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-325,Travessa Largo da Paz,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-320,Rua Aldair Santiago Fernandes,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-327,2ª Travessa Largo da Paz,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-330,Rua da Mangueira,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-350,Travessa Panair,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-340,Rua Getúlio Correia Lima,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-370,Rua São Bento,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-375,Travessa São Bento,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-385,Travessa São Francisco,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-390,Rua Vergel do Lago,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-380,Rua São Francisco,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-400,Rua São Vicente,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-410,Vila Antônio Felisdoro,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-420,Conjunto Vinícius Cansanção,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-430,Avenida Senador Rui Palmeira,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-440,Rua Balbino Lopes,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-444,Vila Cerqueira,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-450,Rua Jardim Nova Esperança,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-510,Vila São Pedro,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-520,Rua Cabo Reis,até 388 - lado par,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-530,Rua Centenária Benedita Maria da Conceição,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-540,Avenida General Mário Lima,lado ímpar,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-560,Avenida General Alacir Werner,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-556,Rua Tenente Francisco Oliveira da Silva,(Q 1/Q 2 - Cj Joaquim Leão),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-562,Rua Projetada G 968,(Cj Joaquim Leão),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-563,Rua H,(Cj Joaquim Leão),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-567,Rua L,(Cj Joaquim Leão),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-571,Rua A,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-573,Rua C,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-572,Rua B,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-568,Rua M,(Projetada M 0974 - Cj Joaquim Leão),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-579,Rua I,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-574,Rua D,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-569,Rua N,(Cj Joaquim Leão),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-581,Rua N,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-564,Rua I,(Projetada I 0970 - Cj Joaquim Leão),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-566,Rua K,(Cj Joaquim Leão),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-576,Rua F,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-578,Rua H,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-577,Rua G,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-565,Rua J,(Projetada J 0971 - Cj Joaquim Leão),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-582,Rua O,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-583,Rua P,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-584,Rua Q,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-585,Rua R,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-586,Rua S,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-588,Rua X,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-587,Rua W,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-589,Rua Y,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-590,Rua Z,(Cj Virgem dos Pobres I),,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-810,Travessa São Pedro,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-852,Avenida Governador Theobaldo Barbosa,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57015-880,Avenida Ministro Mário Andreazza,,,Vergel do Lago,Maceió,AL,Alagoas,,2704302,,82,2785
57017-000,Rua Formosa,até 1321/1322,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-002,Rua Walberdson Douglas de Ferreira,lado par,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-004,Rua Doutor Baltazar de Mendonça,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-010,Rua José Bernardo de Lima,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-015,Rua João Calheiros Gato,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-016,Rua do Ceará,até 53/54,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-020,Rua Dezesseis de Setembro,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-046,Rua Santa Fé,de 239/240 ao fim,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-028,Rua Professora Maria José Loureiro Lima,até 51/52,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-026,Avenida Doutor Miguel Omena,até 205/206,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-048,Rua Bela Vista,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-017,Travessa Áurea Beltrão de Castro,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-044,Rua João Beda Maia Gomes,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-042,Rua Tupinambás,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-050,Rua Cirilo de Castro,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-023,Rua Comendador Teixeira Bastos,de 152 a 740 - lado par,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-040,Avenida Celeste Bezerra,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-022,Praça do Pirulito,até 68 - lado par,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-054,Rua São José,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-056,Rua Olímpio Galvão,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-018,Rua Santo Antônio,até 173/174,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-052,Travessa Democrata,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-062,Travessa Comendador Tércio Wanderley,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-085,Praça Carlos Paurílio,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-090,Rua Coronel Cahet,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-080,Rua Conselheiro João Alfredo,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-024,Rua Primeiro de Maio,até 94/95,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-070,Rua Doutor Pedro Marcelo de Oliveira,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-060,Avenida Comendador Tércio Wanderley,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-030,Praça Nossa Senhora das Graças,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-065,Praça Santo Antônio,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-100,Vila João Gato,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-110,Rua Coronel Meira,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-120,Rua Emílio de Maia,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-130,Rua Presidente Prudente de Moraes,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-142,Rua Manoel Lourenço,lado par,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-140,Rua Cícero Torres,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-144,Largo São Pedro,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-150,Parque Rio Branco,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-168,Rua Cleto Marques Luz,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-162,Vila São Marcos,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-160,Rua Barão de Alagoas,de 455/456 ao fim,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-164,Vila São Mateus,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-166,Rua Comendador Luiz Calheiros Gato,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-171,Rua São Vicente,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-175,Avenida Senador Rui Palmeira,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-176,Travessa São Vicente,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-181,2ª Travessa São Francisco,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-174,Travessa São João,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-182,Rua Santa Maria,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-179,1ª Travessa São Francisco,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-188,1ª Travessa Boa Vontade,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-190,Rua da Alegria,(Brejal),,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-185,Travessa Luzia Suruagy,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-180,Rua Luzia Suruagy,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-183,Rua Padre Cícero,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-177,Travessa Santo Antônio,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-187,Rua Boa Vontade,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-172,Rua Santo Antônio,(Brejal),,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-195,Vila Benfica,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-201,Rua General Hermes,de 719/720 ao fim,,Bom Parto,Maceió,AL,Alagoas,,2704302,,82,2785
57017-184,2ª Travessa Boa Vontade,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-173,Rua São João,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-186,Vila Santa Maria,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-178,Rua São Francisco de Assis,,,Levada,Maceió,AL,Alagoas,,2704302,,82,2785
57017-205,Rua Durval Coelho Normande,,,Bom Parto,Maceió,AL,Alagoas,,2704302,,82,2785
57017-210,Rua Cristiane Melo Marques de Lima Batista,,,Bom Parto,Maceió,AL,Alagoas,,2704302,,82,2785
57017-211,Travessa Nova Vila,,,Bom Parto,Maceió,AL,Alagoas,,2704302,,82,2785
57017-215,Vila Cabo Olivaldo Barbosa,,,Bom Parto,Maceió,AL,Alagoas,,2704302,,82,2785
57017-220,Quadra R,(Cj Vale do Mundaú),,Bom Parto,Maceió,AL,Alagoas,,2704302,,82,2785
57017-222,Rua Projetada 0599,,,Bom Parto,Maceió,AL,Alagoas,,2704302,,82,2785
57017-224,Rua Projetada 0600,,,Bom Parto,Maceió,AL,Alagoas,,2704302,,82,2785
57017-225,Avenida Governador Afrânio Lages,lado ímpar,,Bom Parto,Maceió,AL,Alagoas,,2704302,,82,2785
57017-226,Rua Projetada 0601,,,Bom Parto,Maceió,AL,Alagoas,,2704302,,82,2785
57017-228,Rua Projetada 0602,,,Bom Parto,Maceió,AL,Alagoas,,2704302,,82,2785
57017-229,Rua Projetada 0603,,,Bom Parto,Maceió,AL,Alagoas,,2704302,,82,2785
57017-230,Avenida Senador Rui Palmeira,,,Bom Parto,Maceió,AL,Alagoas,,2704302,,82,2785
